	正解	予測	予測確率(ポジティブ)	単語列
1758	1	1	0.8853112163223394	utterli charm hilari film remind best disney comedi
1759	1	1	0.800362907814825	stori intellig high school student deal first love sweetli also serious also beauti act
1760	1	1	0.6049365574328947	audac view shakespear better know tragedi dark comedi deserv discuss
1761	1	1	0.6094450855384156	sensit astut first featur anne-sophi birot
1762	1	1	0.8349863032979956	tast littl revis work wonder enhanc cultur econom subtext bring richer mean stori moral
1763	1	1	0.63192180452085	canadian filmmak gari burn invent mordantli humor take soulless work citi
1764	1	1	0.8040506543844992	charm yet poignant tale irrevoc tie bind
1765	0	1	0.5602087366787546	blue crush follow formula throw mani conflict keep stori compel
1766	1	1	0.8595509078835992	entic often funni documentari
1767	0	0	0.2716044294314968	loud low budget tire formula film arriv cloak euphem urban drama
1768	0	0	0.2889488329350202	muddl repetit rag say far less horrifi histor realiti filmmak characterist style
1769	1	0	0.25184617598109343	hutchin talent enough charismat enough make care zelda ultim fate
1770	1	1	0.8261761674930297	life much mold feel good movi cast director stephen herek polish direct pour delight piquant wine age bottl
1771	1	0	0.3792718317549037	fall neatli categori good stupid fun
1772	0	0	0.4067047438093583	better mid-rang steven seagal sharp jet li rollerblad
1773	1	1	0.5601226141653993	year old robert evan slow stroke least stori tell
1774	0	0	0.3900730306712005	solondz idea movi realli figur flesh either slop togeth
1775	1	1	0.7913377901483037	chang america full necessari discuss point access make complex polit understand viewer look energet entertain
1776	0	0	0.49188847987677914	stori light sugari maci thanksgiv day parad balloon extra heavi duti rope need keep float away
1777	0	0	0.3775054694057684	excit watch last place basketbal team play anoth final day season
1778	1	1	0.9093677954160293	beauti shot delic score power set heartfelt perform lyric endeavour
1779	0	1	0.6257135161952726	unsatisfi hybrid blair witch typic stalk slash fare conserv protagonist alway last live
1780	0	0	0.37318128453768207	film jimmi routin use good laugh
1781	0	0	0.4531574024204462	big finish bit excit chocol eclair bite find fill miss
1782	1	1	0.8076692117848377	shortcom girl swim repres engag intim first featur talent director watch worthi entri french come age genr
1783	0	0	0.3785050196604425	play volatil overlong magazin fashion spread
1784	0	1	0.5098001486826795	actor showcas hart war much recommend even top bill willi impress player stori dramat enlighten screenplay billi ray terri georg leav desir
1785	1	1	0.715049170631999	show outgag young whippersnapp make move pictur today
1786	1	1	0.6730727250598785	imperfect ye also intrigu honor worthwhil addit distinguish film legaci
1787	0	1	0.6551168644604576	howard co-star give commit perform often undon howard self consciou attempt find literari filmmak style match subject
1788	0	0	0.39991768245336057	screenplay serv auto critiqu clumsi damn censur
1789	1	0	0.3033476384449713	add anoth hat talent head clooney good director
1790	0	0	0.3183643870341528	holiday messag minut santa snowman leav lot desir
1791	0	1	0.5711198364299437	stori natur poignant first time screenwrit paul pender overload sugari bit busi
1792	0	0	0.24410309275256506	content mere lioniz titl charact exploit anger easi sanctimoni formula thrill ham fist sermon need nation health insur
1793	0	0	0.3022867355930198	histor drama fuse love triangl well wear conceit film lack passion requir sell materi
1794	1	1	0.7299469875771684	schlocki creatur featur far stylish cerebr henc chillingli effect
1795	1	1	0.5764465051484993	believ fervent human feel almost anachronist cute half arriv particularli dark moment histori offer flicker remind tie bind
1796	1	1	0.5408567281120665	engag overview johnson eccentr career
1797	0	1	0.5591209766467437	mo hundert tell narrat stori surpris nod agreement
1798	1	1	0.7960640680072117	westbrook make wonder subject camera
1799	1	1	0.6360737321235067	real woman curv wear empower sleev even worst harangu easi swallow thank remark perform ferrera ontivero
1800	0	1	0.6230975014437778	feather definit hors feather go know fun cinemat sandbox
1801	0	0	0.42205114942335964	disappoint movi ultim imax trip
1802	0	0	0.4650557318744966	nearli fresh enjoy predecessor enough high point keep complet wast time
1803	1	1	0.6426605186702248	feel dim certain ambit place sweet clariti emot open recal classic earli italian neoreal
1804	1	1	0.5934183244401211	lot help screenplay profici singularli cursori act feral intens young bett davi
1805	0	0	0.21596820632469546	long wind predict scenario
1806	0	0	0.4301495111714015	schaefer determin inject farcic raunch drown promis romant angl
1807	0	0	0.44902373263365963	contemporari post-colonialist conscious kapur tri bring feather oddest thing movi wind affirm damn moldi valu materi alway hold dear
1808	1	1	0.6806498018162109	altern fascin frustrat documentari
1809	0	0	0.3831870091209056	workshop mental prevail
1810	1	1	0.5432977241448256	leav viscer sensat long last trace charlott web desir desper
1811	0	0	0.4072182859517499	cheap slasher flick subject matter suggest littl natur film show patient predat foolish prey
1812	0	0	0.20771496677784093	instead make style director marcu adam copi variou sourc good sourc bad mixtur
1813	1	0	0.41971563934318756	full monti sure rais audienc spirit leav sing long credit roll
1814	1	0	0.45425915702974484	neither quit comedi romanc impish divertiss theme interest attal gainsbourg live togeth film lot charm
1815	1	1	0.5666396353831471	bodili function joke expect rich vein funni stuff movi
1816	1	1	0.6126337751552781	fincher camera sens assur pace make averag thriller
1817	1	1	0.7161811582427967	see side polit spectrum
1818	0	0	0.25459140137200637	pedestrian flat drama scream amateur almost everi frame
1819	1	0	0.32465720021582584	ali graduat littl screen big far less pain open scene encount amor terrier
1820	1	1	0.5710350586312433	brain twister less movi movi funni weird medit hollywood success artist integr intellectu bankruptci
1821	1	1	0.6876410856439104	settl world war memori find strang move even corniest hackney contriv
1822	0	0	0.35515513867916904	lose polit social observ becom anoth situat romanc coupl sap stick inarticul screenplay
1823	1	1	0.5193842729720292	lohman adapt chang requir actress director peter kosminski never get audienc break wall charact erect
1824	1	0	0.4784331255942351	rubbo humor tendenti intervent write shakespear controversi
1825	0	0	0.1645363215831708	amount nostalgia carvey glori day disguis fact new film lame kiddi flick carvey consider talent wast
1826	0	1	0.8040911165370703	synthet best descript well mean beauti produc film sacrific promis high power star pedigre
1827	1	1	0.7528023574500149	boister daft documentari
1828	1	1	0.8061793877498843	buoyant romant comedi friendship love truth togeth
1829	0	0	0.17540558431340994	unencourag threefold expans former mtv seri accompani stunt hungri dimwit random seri collect gag prank pratfal dare injuri
1830	1	1	0.8696698662106488	use sharp humor insight human natur examin class conflict adolesc yearn root friendship sexual ident
1831	0	1	0.5849255003573818	audienc funnier innoc
1832	1	1	0.8341453096654413	film begin everyday life naval personnel san diego end scene true heartbreak tear well eye time see film
1833	1	0	0.4723370146719687	compar seri spectacular belli flop screen runteldat triumph
1834	1	1	0.5032810893865083	movi start legend end stori far fetch imposs believ true stuff disney movi make
1835	1	1	0.6962235098838078	coral reef adventur heavyweight film fight good fight behalf world endang reef let pictur punch
1836	1	1	0.5695994222224146	efteriad give neighborhood sceneri vibe cinemat equival big tender hug
1837	1	1	0.6655025099546121	peopl cinema finest
1838	0	0	0.25060629642626675	case recommend big bad love winger fan miss forget pari even recommend wait dvd skip straight scene
1839	1	1	0.6207318376891755	compel mix trial movi escap movi unexpect fabl ensur film never feel draggi
1840	1	0	0.3678058884497698	even wrong make a-right chemistri joli burn otherwis appeal pictur lose soul screenwrit dummi conform
1841	1	1	0.596977106340805	cho face amaz slapstick instrument creat scrapbook live mug shot
1842	0	0	0.43501608880115555	best film crowd better wait video raini day
1843	0	0	0.1969057258097282	director chri columbu take hat hand approach rowl stifl creativ allow film drag nearli hour
1844	1	1	0.7389307402563823	work filmmak secret buri heart stori know take time reveal strang occurr build mind viewer take extrem urgenc
1845	0	0	0.33927321311413916	even make origin releas date last fall reek same
1846	0	0	0.4952504854133694	ring circu side stori aplenti none memor
1847	0	0	0.24223968519676692	phone ring voic tell get day leav live get anoth phone call warn video back blockbust midnight go face frighten late fee realli
1848	1	1	0.7304687227295974	matur deepli feel fantasi director travel year russian histori
1849	0	0	0.4456683490347632	adult parent hard press succumb call wild
1850	1	0	0.49287622945317117	time film reach exceed grasp product work often
1851	0	0	0.3663560186156427	choppi edit mani repetit scene spoil import documentari stand comedi
1852	0	0	0.2599896126045618	arti jazzi peopl sit stare turn anoth instead talk silenc
1853	1	0	0.4957331516425744	script smart dark hallelujah small favor
1854	1	1	0.5026596718621678	grey zone give voic stori need hear sea holocaust movi film suffer difficulti
1855	1	1	0.7421225808680866	de oliveira creat emot rich poetic plump visual fulsom never showi film bittersweet theme reinforc brilliantli personifi michel piccoli
1856	0	0	0.23792966847919556	woozi roister exhaust mess beat cast lead turn ill starr expect
1857	0	0	0.31490705425685533	mayb leblanc think hey movi basebal play monkey wors
1858	0	0	0.40146997600906764	film tri touch spousal abus veer cours becom anoth reveng film
1859	1	0	0.49229870028729916	take never end confus hatr put human face evok shame parti even promot understand
1860	0	0	0.4043316341339034	third person stori tell hollywood much ordinari
1861	1	0	0.49345545316738204	writer director ann fontain film ghost stori account nervou breakdown trip memori lane none seduct haunt
1862	0	0	0.3137446419325236	somewhat disappoint meander saga
1863	0	0	0.14908993480860502	film flat
1864	1	1	0.8027651730858585	undeni gorgeou termin smitten document troubadour acolyt triumph band
1865	1	0	0.41113149715113195	sweetest thing romant comedi outrag tendenc mess lot way save grace lot gag observ reflect woman point view
1866	1	0	0.45728916046645396	chicago sophist brash sardon complet joy execut
1867	0	0	0.49329629066277764	film press familiar herzog trope servic limpid convent histor fiction realli demand director mesmeris
1868	1	1	0.5225172507335377	rang laugh loud hilari wonder time tediou
1869	1	1	0.7176750619453172	kid stir time beauti draw movi adult least dream imag west savor whenev film lamer instinct saddl
1870	0	1	0.7014300781268236	lead actor share chemistri engag charisma even like charact
1871	0	0	0.3655610277984608	difficult feel much watch movi mild disturb detach pleasur act
1872	1	1	0.724372201606811	end move
1873	1	1	0.5551301269093257	watch actor play intens restraint treat
1874	0	0	0.290347983888081	easier sit jaglom self consciou gratingli irrit film still taint clich pain improb murki point
1875	0	0	0.31721926195440686	go minut panic room battl witless bright mother daughter even less capabl trio crimin
1876	1	1	0.569349232856488	good script good dialogu funni even adult charact interest often creativ construct figur backstori film play equal well standard giant screen
1877	0	0	0.12258041335167498	amp toni hawk style stunt thrash rap metal disguis fact realli
